lane_id,start_x,start_y,start_z,end_x,end_y,end_z,length,zone_index,speed_limit,next_lanes,left_lane,right_lane,width,tag_names,avg_next_speed,non_alley_next,non_alley_last,flags,merging_lanes,splitting_lanes,last_lanes
8352,2679.061768,-0.110000,2322.591797,2692.757812,-0.110000,2322.634521,13.696112,1294,9.722222,7720,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,161,8348;8350,,3808
8353,2729.086426,-0.110000,2066.753906,2738.209717,-0.110000,2056.323242,15.642003,1295,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,2081,,8354;8355,11885;11887
8354,2729.086426,-0.110000,2066.753906,2738.203125,-0.110000,2051.272949,21.864841,1295,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,10273,,8353;8355,11885;11887
8355,2729.086426,-0.110000,2066.753906,2718.733398,-0.110000,2061.293945,13.436026,1295,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,12321,,8353;8354,8359;11885;11887
8356,2738.183105,-0.110000,2061.373291,2729.086426,-0.110000,2066.753906,12.171336,1295,9.722222,11886,-1,-1,5.1000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,12321,8357;8358,,
8357,2718.891602,-0.110000,2051.194336,2729.086426,-0.110000,2066.753906,21.333469,1295,9.722222,11886,-1,-1,5.1000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,10273,8356;8358,,
8358,2718.804443,-0.110000,2056.244141,2729.086426,-0.110000,2066.753906,16.343790,1295,9.722222,11886,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,2081,8356;8357,,
8359,2738.198486,-0.110000,2056.322998,2729.086426,-0.110000,2066.753906,15.635929,1295,9.722222,8355;11886,-1,-1,15.2000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,12449,8360,,
8360,2718.809814,-0.110000,2056.244141,2729.086426,-0.110000,2066.753906,16.340670,1295,9.722222,11886,-1,-1,15.2000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,2209,8359,,
8361,1108.544922,0.232760,2523.353027,1112.092773,0.544620,2516.936768,7.370700,1296,9.722222,11703,-1,-1,6.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,6512;6513;6514;6515
8362,1117.699463,0.544620,2519.073486,1113.552734,0.232760,2526.657715,8.687888,1296,9.722222,6508;6509;6510;6511,-1,-1,6.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,11702
8363,1111.048828,0.232760,2525.005371,1114.896118,0.544620,2518.005127,8.029240,1296,9.722222,,8362,8361,12.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,6516;6517
8364,4443.956055,28.887400,200.424072,4828.820801,12.901600,-137.643860,536.105103,1297,16.666668,4576,-1,8365,6.0000,Vehicle|Freeway|City|CapillaryRoad,16.6667,1,1,4680,,,1675
8365,4442.340820,28.887300,194.645630,4823.286621,12.895140,-139.960938,530.697510,1297,16.666668,4575,8364,-1,6.0000,Vehicle|Freeway|City|CapillaryRoad,16.6667,1,1,12872,,,1676
8366,4826.053711,12.898370,-138.802368,4443.148438,28.887350,197.534912,533.401306,1297,16.666668,1679;1680;1681,8365,-1,12.0000,Vehicle|Freeway|City|CenterGuideRoad,0.0000,5,5,10440,,,4581
8367,1737.550171,-0.110000,2117.490234,1811.213257,-0.110000,2117.332764,73.663254,1298,9.722222,11080;11081;11082,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,12000;12005
8368,1811.213257,-0.110000,2117.332764,1737.550171,-0.110000,2117.490234,73.663254,1298,9.722222,12001;12004,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,11083;11084;11085;11086;11087
8369,1737.550171,-0.110000,2117.490234,1811.213257,-0.110000,2117.332764,73.663254,1298,9.722222,11080;11081;11082,8368,8367,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,12006
8370,1219.570679,5.008790,2523.703125,1212.164062,5.002060,2528.016602,10.059710,1299,9.722222,13158,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8373,8371,4445
8371,1219.570679,5.008790,2523.703125,1220.452515,4.965970,2531.602295,7.948453,1299,9.722222,2134,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,8225,,8370,4445
8372,1220.452515,4.965970,2531.602295,1219.570679,5.008790,2523.703125,7.948453,1299,9.722222,4446,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,33,,8373,2135
8373,1220.452515,4.965970,2531.602295,1212.164062,5.002060,2528.016602,11.414871,1299,9.722222,13158,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,4129,8370,8372,2135
8374,1221.067383,5.008790,2523.604004,1212.164062,5.002060,2528.016602,11.653785,1299,9.722222,13158,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,2209,,8375,4447
8375,1221.067383,5.008790,2523.604004,1221.943848,4.965970,2531.441406,7.886477,1299,9.722222,2136,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8353,8376,8374,4447
8376,1212.164062,5.002060,2528.016602,1221.943848,4.965970,2531.441406,13.031321,1299,9.722222,2136,-1,-1,6.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,2209,8375,,13159
8377,1366.595459,-0.110110,1111.183594,1378.762329,-0.110110,1105.570435,13.993313,1300,9.722222,6358,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8380,,13658
8378,1378.817261,-0.110110,1111.570190,1371.897949,-0.110110,1113.991211,7.665560,1300,9.722222,13657,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,12321,8379,,6357
8379,1363.334839,-0.110110,1105.540039,1371.897949,-0.110110,1113.991211,13.490606,1300,9.722222,13657,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8378,8380,5092;5093
8380,1363.334839,-0.110110,1105.540039,1378.762329,-0.110110,1105.570435,15.437337,1300,9.722222,6358,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,8225,8377,8379,5092;5093
8381,1369.246704,-0.110110,1112.587402,1378.789795,-0.110110,1108.570312,10.813289,1300,9.722222,,-1,-1,12.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,2209,,8382,
8382,1369.246704,-0.110110,1112.587402,1363.334839,-0.110110,1105.540039,10.306939,1300,9.722222,,-1,-1,12.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,12449,8383,8381,
8383,1378.789795,-0.110110,1108.570312,1363.334839,-0.110110,1105.540039,15.787292,1300,9.722222,,-1,-1,12.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,161,8382,,6359
8384,2310.499268,-0.110000,1626.497314,2259.853516,-0.110000,1626.497559,50.645752,1301,9.722222,7706;7707,-1,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,3468;3470
8385,2259.853516,-0.110000,1626.497559,2310.499268,-0.110000,1626.497314,50.645752,1301,9.722222,3469;3471,-1,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,7708;7709
8386,2310.499268,-0.110000,1627.997314,2259.853516,-0.110000,1627.997559,50.645752,1301,9.722222,7712;7713,8385,8384,8.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,3473;3474
8387,631.471619,-0.113630,1995.108643,633.724304,-0.113640,2008.392944,15.928129,1302,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,10273,,8388,7355;7356
8388,631.471619,-0.113630,1995.108643,643.217773,-0.113630,1991.057007,14.315559,1302,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,12321,,8387,7355;7356;8389
8389,632.241638,-0.113640,2007.049072,631.471619,-0.113630,1995.108643,13.299168,1302,9.722222,8388,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,4257,8390,,
8390,644.643005,-0.113630,1992.468262,631.471619,-0.113630,1995.108643,15.460742,1302,9.722222,,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,2209,8389,,
8391,4903.351074,17.855709,24.777380,4703.988281,30.889999,262.005157,423.894775,1303,16.666668,4517,8392,-1,6.0000,Vehicle|Freeway|City|CapillaryRoad,16.6667,1,1,10312,,,5828
8392,4897.787598,17.846861,27.024160,4704.389648,30.889999,256.018585,411.759705,1303,16.666668,4518,-1,8391,6.0000,Vehicle|Freeway|City|CapillaryRoad,16.6667,1,1,2120,,,5829
8393,4900.569336,17.848660,25.900770,4704.188965,30.889999,259.011871,417.827362,1303,16.666668,4523,-1,8391,12.0000,Vehicle|Freeway|City|CenterGuideRoad,0.0000,4,4,10440,,,5830
8394,874.420227,-0.110000,2186.268799,866.952515,-0.110000,2187.156982,8.300117,1304,9.722222,10429,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,12321,8399,8396,13360
8395,866.952515,-0.110000,2187.156982,874.420227,-0.110000,2186.268799,8.300117,1304,9.722222,13359,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8397,8398,10428
8396,874.420227,-0.110000,2186.268799,873.356873,-0.110000,2179.244141,7.966397,1304,9.722222,5262,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8398,8394,13360
8397,873.356873,-0.110000,2179.244141,874.420227,-0.110000,2186.268799,7.966397,1304,9.722222,13359,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,12321,8395,8399,5263
8398,866.952515,-0.110000,2187.156982,873.356873,-0.110000,2179.244141,10.179827,1304,9.722222,5262,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,8225,8396,8395,10428
8399,873.356873,-0.110000,2179.244141,866.952515,-0.110000,2187.156982,10.179827,1304,9.722222,10429,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,33,8394,8397,5263
8400,874.420227,-0.110000,2186.268799,866.952515,-0.110000,2187.156982,8.300117,1304,9.722222,10429,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,12449,,8401,
8401,874.420227,-0.110000,2186.268799,873.356873,-0.110000,2179.244141,7.966397,1304,9.722222,5264,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,2209,8402,8400,
8402,866.952515,-0.110000,2187.156982,873.356873,-0.110000,2179.244141,10.179827,1304,9.722222,5264,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8353,8401,,10430
8403,2894.289551,-0.110000,2324.308838,2904.882568,-0.110000,2324.295410,10.593026,1305,9.722222,1563;1568;1570,-1,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,3883;3885
8404,2904.882568,-0.110000,2324.295410,2894.289551,-0.110000,2324.308838,10.593026,1305,9.722222,3884;3886,-1,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,1562;1569;1571;1579
8405,2894.287598,-0.110000,2322.808838,2904.880615,-0.110000,2322.795410,10.593026,1305,9.722222,1576;1577,8404,8403,8.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,3888;3889
8406,953.351257,-0.110000,1494.809326,924.803589,-0.110000,1499.646362,28.954556,1306,9.722222,13928;13929;13930,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,11993;11995
8407,924.803589,-0.110000,1499.646362,953.351257,-0.110000,1494.809326,28.954556,1306,9.722222,11994;11996,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,13931;13932;13933;13934;13935
8408,953.351257,-0.110000,1494.809326,924.803589,-0.110000,1499.646362,28.954556,1306,9.722222,13928;13929;13930,8407,8406,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,11998;11999
8409,3282.612549,-0.110000,1483.989258,3284.489990,-0.110000,1492.316162,8.535932,1307,9.722222,4495,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,33,,8411,2940
8410,3284.489990,-0.110000,1492.316162,3282.612549,-0.110000,1483.989258,8.535932,1307,9.722222,2939,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,8225,,8412,4494
8411,3282.612549,-0.110000,1483.989258,3292.520264,-0.000250,1489.353027,12.109270,1307,9.722222,9413,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,12321,8412,8409,2940
8412,3284.489990,-0.110000,1492.316162,3292.520264,-0.000250,1489.353027,12.373758,1307,9.722222,9413,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8411,8410,4494
8413,3281.149170,-0.110000,1484.319214,3283.026611,-0.110000,1492.646118,8.535932,1307,9.722222,4495,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,161,,8414,
8414,3281.149170,-0.110000,1484.319214,3292.520264,-0.000250,1489.353027,13.056274,1307,9.722222,9414,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,12449,8415,8413,
8415,3283.026611,-0.110000,1492.646118,3292.520264,-0.000250,1489.353027,14.056419,1307,9.722222,9414,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,10401,8414,,4496
8416,2504.944336,-0.001000,2135.104980,2504.961182,0.000000,2117.864258,17.240730,1308,9.722222,11466;11467,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley|OneWayStreet,9.7222,0,0,24610,,,13739;13744;13747;13750
8417,2504.944336,-0.001000,2135.104980,2504.961182,0.000000,2117.864258,17.240730,1308,9.722222,11466;11467,-1,8416,4.0000,Vehicle|City|VehicleAlley|OneWayStreet|CenterGuideRoad,0.0000,0,0,8354,,,13753;13755;13757
8418,2291.352539,-0.000390,1601.945435,2313.508545,-0.000390,1601.839355,22.156260,1309,9.722222,13314;13315;13316,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley|OneWayStreet,9.7222,0,0,24610,,,6719
8419,2291.352539,-0.000390,1601.945435,2313.508545,-0.000390,1601.839355,22.156260,1309,9.722222,13323,-1,8418,4.0000,Vehicle|City|VehicleAlley|OneWayStreet|CenterGuideRoad,0.0000,0,0,8354,,,6720
8420,772.022522,-0.110000,1968.977173,755.609009,-0.110000,1954.781738,21.700548,1310,9.722222,13302;13304,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,10877;10882
8421,755.609009,-0.110000,1954.781738,772.022522,-0.110000,1968.977173,21.700548,1310,9.722222,10878;10881,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,13303;13305
8422,772.022522,-0.110000,1968.977173,755.609009,-0.110000,1954.781738,21.700548,1310,9.722222,13308;13309,8421,8420,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,10885
8423,3150.258057,-0.110000,2530.770752,3150.019043,-0.110000,2638.773438,108.002953,1311,9.722222,,8424,-1,5.0000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
8424,3145.258057,-0.110000,2530.759766,3145.019043,-0.110000,2638.762451,108.002953,1311,9.722222,634;12411,8425,8423,5.0000,Vehicle|City|CapillaryRoad,9.7222,1,2,24584,,,2919;2926
8425,3140.258057,-0.110000,2530.748779,3140.019043,-0.110000,2638.751465,108.002953,1311,9.722222,633;12412,-1,8424,5.0000,Vehicle|City|CapillaryRoad,9.7222,1,1,16392,,,2921
8426,3133.519043,-0.110000,2638.737061,3133.758057,-0.110000,2530.734375,108.002953,1311,9.722222,2922;2923;2924,-1,8427,5.0000,Vehicle|City|CapillaryRoad,9.7222,3,2,24584,,,628;12407;12409
8427,3128.519043,-0.110000,2638.726074,3128.758057,-0.110000,2530.723389,108.002953,1311,9.722222,,8426,-1,5.0000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
8428,3139.508057,-0.110000,2530.747070,3139.269043,-0.110000,2638.749756,108.002953,1311,9.722222,640;641,8427,8423,26.5000,Vehicle|City|CenterGuideRoad,0.0000,4,4,8320,,,2929
8429,2845.781006,-0.110000,2316.615967,2845.614990,-0.110000,2243.215576,73.400581,1312,9.722222,1359;1360;1361,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,6047;6049
8430,2845.614990,-0.110000,2243.215576,2845.781006,-0.110000,2316.615967,73.400581,1312,9.722222,6046;6048,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,1362;1363;1364;1365;1366
8431,2845.781006,-0.110000,2316.615967,2845.614990,-0.110000,2243.215576,73.400581,1312,9.722222,1359;1360;1361,8430,8429,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,
8432,1092.359009,-0.110000,1837.958130,1073.358643,-0.110000,1823.224121,24.043812,1313,9.722222,3058;3060,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,13516;13518
8433,1073.358643,-0.110000,1823.224121,1092.359009,-0.110000,1837.958130,24.043812,1313,9.722222,13517;13519,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,3059;3061
8434,1092.359009,-0.110000,1837.958130,1073.358643,-0.110000,1823.224121,24.043812,1313,9.722222,3064;3065,8433,8432,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,13521;13522
8435,2865.324707,-0.110000,1533.045410,2865.591553,-0.110000,1583.087769,50.043072,1314,9.722222,1512;1513;1514,-1,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,14092;14094;14096
8436,2865.591553,-0.110000,1583.087769,2865.324707,-0.110000,1533.045410,50.043072,1314,9.722222,14091;14093;14095,-1,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,1515;1516;1517;1518;1519
8437,2866.824707,-0.110000,1533.037354,2867.091553,-0.110000,1583.079712,50.043072,1314,9.722222,1512;1513;1514,8436,8435,8.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,
8438,2230.940186,-0.110000,1626.500244,2218.883545,-0.110000,1626.500244,12.056641,1315,9.722222,8174;8176,-1,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,7707;7710
8439,2218.883545,-0.110000,1626.500244,2230.940186,-0.110000,1626.500244,12.056641,1315,9.722222,7708;7711,-1,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,8173;8175;8178;8179
8440,2230.940186,-0.110000,1628.000244,2218.883545,-0.110000,1628.000244,12.056641,1315,9.722222,8174;8176,8439,8438,8.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,7713;7714
8441,1142.295776,-0.110000,1688.265747,1135.179810,-0.110000,1691.994873,8.752065,1316,9.722222,7622,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8446,8443,8698
8442,1135.179810,-0.110000,1691.994873,1142.295776,-0.110000,1688.265747,8.752065,1316,9.722222,8697,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,12321,8444,8445,7621
8443,1142.295776,-0.110000,1688.265747,1146.007202,-0.110000,1694.409546,8.485483,1316,9.722222,7143,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,4129,8445,8441,8698
8444,1146.007202,-0.110000,1694.409546,1142.295776,-0.110000,1688.265747,8.485484,1316,9.722222,8697,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8442,8446,7144
8445,1135.179810,-0.110000,1691.994873,1146.007202,-0.110000,1694.409546,11.093380,1316,9.722222,7143,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,33,8443,8442,7621
8446,1146.007202,-0.110000,1694.409546,1135.179810,-0.110000,1691.994873,11.093380,1316,9.722222,7622,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,8225,8441,8444,7144
8447,1142.295776,-0.110000,1688.265747,1135.179810,-0.110000,1691.994873,8.752065,1316,9.722222,7622,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,2209,,8448,
8448,1142.295776,-0.110000,1688.265747,1146.007202,-0.110000,1694.409546,8.485483,1316,9.722222,7145,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,4257,8449,8447,
8449,1135.179810,-0.110000,1691.994873,1146.007202,-0.110000,1694.409546,11.093380,1316,9.722222,7145,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,161,8448,,7623
8450,557.267761,-0.105000,1449.208008,552.250854,-0.105000,1453.634033,9.030502,1317,9.722222,9264,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,8451,,4128
8451,559.876648,-0.105000,1456.225586,552.250854,-0.105000,1453.634033,8.055867,1317,9.722222,9264,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,8225,8450,,3509;3510
8452,557.267761,-0.105000,1449.208008,559.876648,-0.105000,1456.225586,8.407841,1317,9.722222,,-1,-1,6.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,12449,8454,8453,4129
8453,557.267761,-0.105000,1449.208008,552.250854,-0.105000,1453.634033,9.030502,1317,9.722222,9265,-1,-1,6.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,2209,,8452,4129
8454,552.250854,-0.105000,1453.634033,559.876648,-0.105000,1456.225586,8.055867,1317,9.722222,,-1,-1,6.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,161,8452,,
8455,823.984009,-0.110000,2363.835449,827.666199,-0.110000,2376.149414,15.369104,1318,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,12321,,8456;8457;8458,7034
8456,823.984009,-0.110000,2363.835449,825.642029,-0.110000,2381.797607,22.159883,1318,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,4129,,8455;8457;8458,7034
8457,823.984009,-0.110000,2363.835449,803.014648,-0.110000,2388.291260,35.757923,1318,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,10273,,8455;8456;8458,7034
8458,823.984009,-0.110000,2363.835449,805.045532,-0.110000,2382.649414,29.402222,1318,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,2081,,8455;8456;8457,7034
8459,809.699036,-0.110000,2369.969727,823.984009,-0.110000,2363.835449,16.734547,1318,9.722222,7033,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,12321,8460;8461;8462,,
8460,807.784241,-0.110000,2375.655762,823.984009,-0.110000,2363.835449,21.270054,1318,9.722222,7033,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,4129,8459;8461;8462,,
8461,823.174133,-0.110000,2388.880127,823.984009,-0.110000,2363.835449,31.262154,1318,9.722222,7033,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,2081,8459;8460;8462,,
8462,821.705444,-0.110000,2394.727539,823.984009,-0.110000,2363.835449,38.712940,1318,9.722222,7033,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,10273,8459;8460;8461,,
8463,824.546936,-0.110000,2385.388672,823.984009,-0.110000,2363.835449,26.759903,1318,9.722222,7035,-1,-1,34.5000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,2209,8464,,
8464,806.385437,-0.110000,2379.142822,823.984009,-0.110000,2363.835449,24.263941,1318,9.722222,7035,-1,-1,34.5000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,12449,8463,,
8465,1534.109985,-0.110000,1516.609985,1574.497803,-0.110000,1464.405273,66.163574,1319,9.722222,976;980;983,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24616,,,10119;10123;10125
8466,1574.497803,-0.110000,1464.405273,1534.109985,-0.110000,1516.609985,66.163574,1319,9.722222,10120;10124;10126,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24616,,,975;979;984;985;987
8467,1534.109985,-0.110000,1516.609985,1574.497803,-0.110000,1464.405273,66.163574,1319,9.722222,990,8466,8465,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8360,,,10128;10130;10132
8468,4062.696045,-0.110000,2033.283081,4015.293701,-0.110000,2197.566895,170.993347,1320,9.722222,,8469,-1,4.5000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
8469,4057.627930,-0.110000,2031.912964,4010.276123,-0.110000,2196.021729,170.811157,1320,9.722222,10083,8470,8468,6.0000,Vehicle|City|CapillaryRoad,9.7222,1,1,24584,,,9513
8470,4051.835938,-0.110000,2030.347046,4004.541992,-0.110000,2194.256104,170.603226,1320,9.722222,10084;10085,-1,8469,6.0000,Vehicle|City|CapillaryRoad,9.7222,2,2,16392,,,9514;9520
8471,3997.374023,-0.110000,2192.048584,4044.595703,-0.110000,2028.389771,170.342758,1320,9.722222,9518,-1,8472,6.0000,Vehicle|City|CapillaryRoad,9.7222,1,1,16392,,,10088
8472,3991.639893,-0.110000,2190.282959,4038.803711,-0.110000,2026.823853,170.134811,1320,9.722222,9516;9517,8471,8473,6.0000,Vehicle|City|CapillaryRoad,9.7222,2,2,24584,,,10086;10089
8473,3986.622314,-0.110000,2188.737793,4033.735596,-0.110000,2025.453735,169.952591,1320,9.722222,,8472,-1,4.5000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
