index,x,y,z,forward_x,forward_z,urban_diversity_config_id,lane
750,3660.0000,0.0000,1071.4000,0.219722,0.975563,88888260,30604
751,3672.9768,0.0000,1284.0023,-0.217196,-0.976128,88888240,37464
752,3616.0898,0.0000,1287.1219,0.997882,0.065052,88888240,20960
753,3541.8999,0.0000,1175.1000,0.132573,0.991173,88888250,35282
754,3553.8840,0.0000,1088.3888,0.132070,0.991240,88888240,25492
755,3633.6089,7.6404,1316.7739,0.997474,0.071037,88888240,29808
756,3679.1096,0.0000,1314.2927,-0.999598,-0.028340,88888240,19250
757,3663.1526,-7.2789,1368.6239,-0.247795,-0.968812,88888240,29604
758,3631.5381,-0.0402,1356.8038,0.993476,-0.114045,88888240,19846
759,3649.4307,-6.4365,1342.7384,-0.968786,-0.247900,88888240,23389
760,3644.2258,-7.2786,1367.4565,0.869890,-0.493246,88888240,26235
761,3665.5278,21.4956,1298.6406,-0.995718,-0.092447,88888240,19871
762,3665.0579,21.4956,1312.0706,-0.995718,-0.092447,88888240,29807
763,3715.8269,-0.0400,1234.9850,0.968799,0.247847,88888260,18858
764,3252.8484,-0.0027,1290.6284,0.902687,0.430299,88888250,18712
765,3278.8826,0.0000,1442.4330,-0.219917,-0.975519,88888250,18736
766,3339.0200,-2.2603,1407.6499,-0.234226,-0.972182,88888250,32250
767,3335.1533,-2.2702,1389.7947,-0.366962,-0.930236,88888250,20042
768,3533.2529,0.0002,1337.0735,-0.287891,-0.957663,88888250,28336
769,3390.5198,0.0000,1492.2300,0.999142,0.041427,88888232,33727
770,3626.0078,0.0000,1771.6759,-0.144211,-0.989547,88888230,30038
771,3441.2000,0.0000,1793.2000,0.996979,-0.077676,88888230,38122
772,3412.8997,0.0000,1827.3857,-0.110602,-0.993865,88888230,36320
773,3432.5002,0.0000,2153.8999,-0.059922,-0.998203,88888230,42316
774,3484.9978,-0.6919,2135.8162,-0.999998,-0.002236,88888231,42741
775,3501.1426,0.0007,2160.2170,-0.999940,0.010984,88888231,32148
776,3379.0046,0.0131,2170.3193,0.950196,0.311654,88888210,32831
777,3271.8459,0.0000,2129.7842,0.930095,0.367320,88888210,35275
778,3227.8118,0.0000,2110.1985,0.355769,-0.934574,88888210,29285
779,3132.8784,0.0000,2079.1599,0.949006,0.315257,88888210,24859
780,3070.4021,-0.0067,2004.5205,-0.182708,-0.983167,88888160,27346
781,3043.7744,-0.0087,1856.6840,-0.520163,-0.854067,88888160,29577
782,3192.7156,0.0000,1946.0157,0.986271,-0.165133,88888230,36179
783,3207.4900,0.0000,2080.8899,0.396665,0.917963,88888230,23382
784,3227.5999,0.0000,2073.0000,-0.182185,-0.983264,88888230,40401
785,3291.7466,-0.1100,2076.4006,-0.427283,0.904118,88888230,33559
786,3304.0134,-0.1100,1951.9330,0.126506,0.991966,88888230,43580
787,3362.6101,0.0000,1829.6101,0.060128,0.998191,88888232,35170
788,3339.5088,0.0000,1796.1173,0.998158,-0.060675,88888232,38554
789,3332.4033,0.0000,1717.6616,-0.060304,-0.998180,88888232,36714
790,3367.3726,0.0000,1799.3309,0.998001,-0.063193,88888230,35968
791,3354.8464,0.0000,2112.8408,0.037659,0.999291,88888232,38187
792,3267.1877,0.0000,2103.7173,-0.932399,-0.361432,88888230,19843
793,3376.7258,0.0000,2071.8369,0.031227,0.999512,88888232,26808
794,3287.0576,-0.1100,1893.3586,0.495631,0.868533,88888230,38449
795,3108.6074,-0.0411,2030.9746,-0.179290,-0.983796,88888230,30912
796,3154.9766,-0.0002,1985.3820,0.181534,0.983385,88888230,35271
797,3085.5945,0.0000,1904.4246,0.171015,0.985268,88888230,42078
798,2972.9619,0.0000,2066.0742,-0.720203,0.693764,88888160,40006
799,2972.8486,0.0000,2207.2866,0.466994,-0.884261,88888140,29695
800,3003.9543,0.0000,2211.1177,0.987185,0.159581,88888140,20669
801,3105.3879,0.0101,2199.9482,-0.161691,-0.986841,88888140,19896
802,3144.1753,0.0000,2235.6992,-0.161678,-0.986844,88888210,26109
803,3183.3152,0.0001,2131.3867,0.652597,-0.757705,88888210,32990
804,3137.9910,0.0000,2197.9529,-0.161671,-0.986845,88888210,31585
805,3158.6147,0.0000,2268.2925,-0.928502,-0.371328,88888210,40892
806,3309.7500,0.0000,2324.8198,-0.942061,-0.335442,88888210,26006
807,3097.2021,0.0000,2278.1680,-0.386731,-0.922193,88888140,19656
808,3006.2649,0.0000,2244.5920,0.974960,0.222379,88888140,23532
809,2883.8901,0.0000,2329.3701,0.999999,-0.001332,88888140,25203
810,2853.1111,-0.1100,2377.8801,-0.002825,0.999996,88888140,33218
811,2867.2300,0.3152,2436.6602,0.008432,-0.999964,88888140,39700
812,2871.2083,0.3152,2381.5737,0.666448,0.745551,88888140,21457
813,2914.4204,0.0000,2398.7385,-0.002482,0.999997,88888140,36380
814,2913.7600,0.0000,2518.6973,0.002314,0.999997,88888140,20700
815,2814.7148,-0.1100,2510.4783,-0.955068,0.296387,88888140,43872
816,2782.4929,0.0000,2464.2400,-0.066324,-0.997798,88888140,23236
817,2738.4927,0.0000,2423.9407,-0.521498,-0.853252,88888140,31944
818,2781.8721,0.0000,2334.9043,0.999998,0.002163,88888140,34496
819,2769.4275,0.1170,2296.8440,-0.995200,0.097859,88888140,38349
820,2767.8164,0.0000,2245.4104,-0.999817,0.019134,88888140,30615
821,2725.2498,0.0000,2315.7344,0.951613,-0.307300,88888140,35750
822,2681.9202,0.0000,2247.0581,-0.999815,0.019215,88888140,29137
823,2639.4380,0.0000,2250.6123,-0.008713,0.999962,88888140,42961
824,2577.8408,0.0000,2257.4138,0.999544,0.030200,88888130,32150
825,2634.1880,0.0000,2250.5664,-0.008713,0.999962,88888140,42962
826,2640.6201,0.0000,2215.9399,-0.332375,-0.943147,88888140,38534
827,2680.8591,0.0000,2147.3074,-0.999999,-0.001395,88888140,23886
828,2683.5938,0.0000,2200.5139,-0.020099,-0.999798,88888140,35785
829,2772.4500,0.0000,2210.2520,0.687405,-0.726274,88888140,22308
830,2809.7488,0.0000,2214.4966,0.058868,0.998266,88888140,26496
831,2882.1521,0.0000,2211.2451,-0.999842,0.017797,88888140,23951
832,2958.8469,0.0000,2207.2583,0.723164,-0.690676,88888140,25109
833,2958.7166,0.0000,2136.2180,-0.700167,0.713979,88888140,39332
834,2797.6165,0.0000,2063.3672,1.000000,0.000030,88888140,27661
835,2795.5850,0.0000,2136.2717,-0.086906,-0.996216,88888140,29045
836,2770.5142,0.0000,2147.4482,-0.724579,-0.689192,88888140,41354
837,2727.1003,0.0000,2131.2200,-0.003684,-0.999993,88888140,32256
838,2681.3450,0.0000,2130.5859,-0.107016,-0.994257,88888140,17136
839,2647.5029,0.0000,2067.3591,-0.999883,-0.015323,88888140,36499
840,2606.1431,0.0000,2066.7424,-0.999924,-0.012311,88888140,39875
841,2575.7874,0.0000,2125.7268,0.018207,-0.999834,88888130,40962
842,2536.2256,-0.1100,2142.9543,-0.850986,-0.525188,88888130,38848
843,2534.1238,-0.1100,2213.1672,0.006205,-0.999981,88888130,15984
844,2534.6267,-0.1100,2136.0947,-0.700065,0.714080,88888130,38843
845,2598.0581,0.0000,2154.3801,-0.004351,0.999991,88888140,39969
846,2631.7122,0.0000,2133.2319,0.891212,-0.453588,88888140,36726
847,2534.2407,-0.1100,2254.0190,0.011637,0.999932,88888130,32541
848,2567.1299,0.0000,2328.7800,-0.999995,-0.003076,88888130,36982
849,2450.8181,0.0000,2250.8831,0.999845,-0.017593,88888130,34383
850,2443.5940,0.0000,2155.5566,-0.733021,-0.680206,88888130,40766
851,2489.5688,0.0000,2092.7385,0.948490,0.316807,88888130,42263
852,2451.2217,0.0003,2015.4536,0.929873,0.367880,88888160,23365
853,2551.8916,0.0000,2043.2542,0.999178,0.040532,88888160,28079
854,2619.2375,0.0000,2044.2937,0.999975,0.007040,88888160,17374
855,2700.7317,-0.1100,1960.8040,0.020601,-0.999788,88888160,24420
856,2705.9812,-0.1100,1960.8757,0.020609,-0.999788,88888160,24421
857,2701.5000,0.0000,1852.5499,-0.999984,-0.005570,88888160,26890
858,2763.6006,0.0000,1853.4648,-0.999730,-0.023237,88888160,27928
859,2604.8730,-0.1100,1922.4657,-0.856470,-0.516196,88888160,28068
860,2596.7798,-0.1100,1921.9901,-0.999874,-0.015875,88888160,32233
861,2536.4597,-0.1100,1916.4600,-0.999970,-0.007764,88888160,43287
862,2449.0728,0.0000,1913.8558,0.012382,0.999923,88888160,40224
863,2537.4912,0.0000,1851.7306,-0.999952,-0.009845,88888160,29520
864,2544.9727,-0.1100,1916.9196,-0.740794,0.671733,88888160,32531
865,2453.3000,-0.1100,1976.1001,0.999838,0.017992,88888160,27362
866,2541.6785,-0.1100,2015.4436,0.012731,-0.999919,88888160,24108
867,2619.4397,-0.1100,1978.6000,0.999838,0.017973,88888160,23904
868,2598.0891,-0.1100,1976.8586,0.001987,-0.999998,88888160,24605
869,2545.5872,0.0000,1851.3960,-0.999147,0.041293,88888160,21729
870,2603.4634,-0.1100,1915.6960,0.700691,0.713465,88888160,28059
871,2598.2134,-0.1100,1915.6853,0.975177,0.221427,88888160,28063
872,2544.1733,-0.1100,1977.2522,-0.709752,0.704451,88888160,17310
873,2426.9646,-0.0054,1818.7288,-0.954965,-0.296717,88888160,43971
874,2425.1501,0.0444,1806.4600,-0.085056,0.996376,88888160,43968
875,2371.7288,8.0202,1846.7461,-0.017089,-0.999854,88888160,23235
876,2410.1384,0.0230,1849.7230,0.859282,0.511502,88888160,30525
877,2377.8066,0.5460,1830.7300,-0.999997,-0.002292,88888160,24032
878,2425.4751,0.0320,1854.0868,-0.659038,0.752110,88888160,28206
879,2317.9001,0.0000,1926.3002,0.947968,-0.318365,88888160,26371
880,2317.7419,-0.0965,1918.1647,0.947594,0.319477,88888160,26368
881,2426.4028,0.0000,2025.8008,0.627027,0.778997,88888160,43683
882,2322.5046,0.0000,2049.5957,-0.006093,-0.999981,88888130,37031
883,2361.2446,-0.1000,2064.9031,-0.971169,0.238390,88888130,25892
884,2371.3213,-0.1100,2129.7163,-0.012148,-0.999926,88888130,39448
885,2310.0200,0.0000,2134.1899,1.000000,0.000823,88888130,26085
886,2214.0500,0.0000,2134.1104,1.000000,0.000797,88888130,24462
887,2214.2305,-0.1100,2092.9661,1.000000,-0.000963,88888130,35759
888,2246.7400,0.0000,2030.4900,-0.999753,0.022217,88888150,39043
889,2295.6262,0.0000,1926.2301,-0.008780,0.999961,88888150,24339
890,2295.3801,0.0000,1776.3700,0.002245,0.999997,88888150,36582
891,2163.2903,0.0000,1916.8757,-0.003409,-0.999994,88888150,33817
892,2222.6147,0.0000,1769.6584,0.999942,-0.010760,88888150,39791
893,2134.8921,0.0000,1740.7812,0.008239,0.999966,88888180,36700
894,2042.4718,-0.1100,1777.8387,0.011049,0.999939,88888150,22122
895,2136.1235,-0.1100,1832.4393,-0.999645,-0.026631,88888150,32688
896,1934.4800,-0.1100,1887.1000,0.998418,-0.056232,88888150,19899
897,1929.8999,0.0000,1889.2999,-0.003184,0.999995,88888150,20658
898,1906.8593,0.0000,1782.3896,0.999982,0.006018,88888150,36333
899,1893.5408,-0.1100,1851.3823,-0.999791,-0.020439,88888150,27179
900,1752.2963,-0.1100,1849.9938,0.999880,-0.015507,88888150,21742
901,1897.6243,0.0000,1899.8356,0.003098,-0.999995,88888150,18512
902,1735.6947,-0.1100,1904.0618,1.000000,0.000303,88888150,20918
903,1708.0289,9.5735,1976.2335,-0.009202,0.999958,88888150,38403
904,1708.8195,0.0000,1802.2676,-0.000516,1.000000,88888150,32847
905,1896.8400,0.0000,1776.9200,-1.000000,0.000030,88888150,29565
906,1739.6339,-0.1100,1850.0752,0.959205,-0.282710,88888150,20601
907,1592.5316,0.0000,1777.3900,1.000000,0.000510,88888150,32943
908,1584.7546,-0.0002,1910.2896,0.004086,-0.999992,88888150,27635
909,1628.8181,0.9303,1912.5704,-0.999399,0.034662,88888150,41162
910,1640.3744,-0.1080,1955.4510,0.997904,-0.064709,88888150,41283
911,1584.8287,0.0250,2023.2291,0.002346,-0.999997,88888150,29687
912,1553.0236,0.0003,2054.2307,0.999212,-0.039697,88888110,30518
913,1644.3915,0.0200,2029.8469,0.990302,-0.138933,88888150,40661
914,1702.8505,0.0202,1959.7905,0.011314,0.999936,88888150,42288
915,1757.1096,-0.1100,2065.4751,-0.001826,0.999998,88888110,20433
916,1735.7802,-0.1100,2114.8545,-0.214722,0.976675,88888110,38750
917,1726.7157,-0.1100,2117.1982,0.968160,-0.250332,88888110,38744
918,1729.7919,-0.1100,2112.9438,0.952683,0.303967,88888110,38740
919,1662.7629,0.0000,2091.3574,0.711365,-0.702823,88888110,38648
920,1604.3705,-0.1100,2090.8845,0.579440,-0.815015,88888110,30760
921,1622.3739,0.0000,2150.1785,-0.958978,0.283481,88888110,40603
922,1729.2976,-0.1100,2217.4744,-0.013352,-0.999911,88888110,33171
923,1809.3536,-0.1100,2169.7119,-0.999979,-0.006528,88888110,41273
924,1892.6801,-0.1100,2139.5000,-0.999976,-0.006894,88888121,35572
925,1892.2024,0.0000,2035.9631,-0.003990,0.999992,88888150,19847
926,1805.7400,0.0000,2055.2200,-0.999978,-0.006609,88888110,35951
927,1738.5400,0.0000,2032.3600,0.999978,0.006636,88888150,16874
928,1948.1851,0.0100,2031.9729,-0.040882,-0.999164,88888150,17080
929,1936.9100,0.0000,2033.9399,0.999972,-0.007431,88888150,31781
930,1929.0900,0.0000,2063.6001,-0.003084,0.999995,88888121,40635
931,1995.4133,0.0000,2137.5056,-0.912290,0.409544,88888121,41486
932,1993.4524,0.0043,2221.2053,-0.006765,0.999977,88888121,42014
933,1953.1726,-0.0057,2266.0085,-0.679983,0.733228,88888121,20453
934,1942.5861,-0.1086,2275.3677,-0.042992,-0.999075,88888121,39519
935,1929.2393,-0.0194,2365.8474,0.000234,-1.000000,88888121,42682
936,1892.3700,-0.1100,2318.2803,-0.999876,0.015755,88888121,31562
937,1826.1525,-0.1100,2319.3237,-0.999961,-0.008820,88888121,27439
938,1731.1367,0.0000,2310.4500,0.924034,0.382311,88888120,43502
939,1739.4386,0.0000,2360.9402,0.999975,-0.007128,88888120,42310
940,1736.1548,0.0000,2404.1355,0.003059,-0.999995,88888090,37026
941,1712.9014,-0.1100,2357.6667,-0.999594,-0.028495,88888110,41279
942,1644.1945,-0.1100,2355.3965,0.998791,0.049166,88888110,31932
943,1570.4500,-0.1100,2346.4600,0.998806,0.048855,88888110,22113
944,1679.1931,-0.1100,2312.1104,-0.999900,-0.014156,88888110,26342
945,1719.4722,0.0000,2257.7073,0.999959,-0.009098,88888110,31901
946,1789.6075,0.0000,2251.8120,1.000000,-0.000043,88888120,36621
947,1819.5048,-0.1100,2310.3508,-0.419004,0.907984,88888120,27428
948,1865.6378,0.0000,2376.4519,0.045511,0.998964,88888121,39648
949,1804.9265,0.0000,2391.9465,-0.976408,0.215933,88888120,23376
950,1882.7081,0.0000,2193.7351,-0.777390,0.629018,88888121,29044
951,1898.4475,0.0000,2132.6228,-0.642579,0.766220,88888121,36496
952,1893.9055,-0.0027,2209.7085,0.353650,0.935378,88888121,19339
953,1937.4125,0.0000,2221.5032,-0.003536,0.999994,88888121,27633
954,1894.6899,0.0000,2270.9998,-0.007068,0.999975,88888121,31542
955,1891.3485,-0.0899,2221.3887,0.004715,0.999989,88888121,35956
956,1967.3096,-0.1100,2139.0898,-0.999932,-0.011702,88888121,19730
957,1738.1711,0.0000,2220.1155,0.999980,-0.006273,88888110,38305
958,1614.0714,0.0000,2252.2139,-0.002830,-0.999996,88888110,34952
959,1564.1168,0.0000,2253.1396,-0.003147,-0.999995,88888110,40529
960,1490.3300,-0.1100,2260.6899,0.003023,0.999995,88888110,23853
961,1434.9330,-0.0002,2224.3770,0.997996,0.063279,88888110,33839
962,1467.0990,0.0225,2197.6821,0.003968,0.999992,88888110,33382
963,1421.5364,0.0125,2164.7615,-0.999982,0.006030,88888110,19961
964,1588.1217,0.0000,2159.8806,-0.997424,0.071730,88888110,34481
965,1565.0474,0.0000,2145.1387,-0.927129,-0.374743,88888110,20457
966,1510.6080,0.0200,2156.5474,-0.940062,0.341004,88888110,23127
967,1401.3445,0.0000,2259.3132,0.993731,0.111799,88888081,42662
968,1426.4008,0.0000,2440.5481,0.001236,-0.999999,88888090,33214
969,1486.5328,-0.1100,2271.6169,-0.136452,0.990647,88888110,38647
970,1504.4149,0.0000,2345.4167,-0.583796,0.811900,88888110,40625
971,1536.6057,-0.1100,2344.7573,0.998601,0.052873,88888110,42532
972,1635.8055,-0.1100,2354.8896,0.877029,-0.480437,88888110,29507
973,1570.8198,0.0000,2392.4700,-0.672436,-0.740156,88888110,37797
974,1508.1226,0.0000,2391.7534,0.999993,0.003669,88888110,29099
975,1567.5200,-0.1100,2410.1055,0.008589,0.999963,88888110,33784
976,1651.1458,-0.1100,2410.4121,0.000000,1.000000,88888090,35362
977,1644.2876,0.0000,2478.7170,-0.999978,0.006671,88888090,20170
978,1575.6228,0.0000,2502.2114,1.000000,-0.000623,88888090,36462
979,1467.7418,0.0000,2501.8684,0.999999,-0.001330,88888090,23171
980,1451.4487,0.0000,2456.0315,0.593119,-0.805115,88888090,37811
981,1403.7720,0.0013,2440.4009,0.703897,0.710302,88888081,29027
982,1403.7170,0.0000,2505.4861,0.001239,-0.999999,88888081,28524
983,1665.9840,-0.1108,2617.6074,-0.006175,-0.999981,88888090,24132
984,1545.2701,-0.1108,2509.2864,-0.004091,0.999992,88888090,28113
985,1735.1388,0.0000,2524.7759,-1.000000,-0.000396,88888090,21433
986,1815.3527,0.0000,2496.7524,-1.000000,-0.000789,88888120,29008
987,1822.0526,-0.1100,2556.2249,0.008797,-0.999961,88888090,22415
988,1774.1764,-0.1100,2531.2449,-0.003877,-0.999992,88888090,29556
989,1710.7775,0.0000,2556.6938,0.704824,0.709383,88888090,28586
990,1708.4673,0.0000,2498.4692,-0.006613,0.999978,88888090,30084
991,1540.2664,-0.1108,2529.3335,-0.002570,-0.999997,88888090,36486
992,1684.7976,0.0000,2665.1221,0.713503,0.700653,88888090,35818
993,1403.5801,-0.0398,2615.9722,0.001242,-0.999999,88888081,42383
994,1298.3634,0.0000,2666.1670,-0.960102,-0.279651,88888080,18352
995,1209.7692,-0.0890,2634.9377,0.325842,-0.945424,88888080,38199
996,1038.9744,0.0000,2542.4292,-0.809200,-0.587534,88888080,18242
997,893.4010,0.0000,2392.8311,0.870529,0.492118,88888020,25328
998,834.2219,-0.1100,2358.5352,0.885827,-0.464016,88888020,22407
999,904.7338,0.0060,2350.9797,0.816070,0.577954,88888020,27637
1000,907.8099,0.0200,2293.3000,0.607897,-0.794016,88888020,21394
1001,853.3795,-0.1100,2210.3223,0.804923,0.593380,88888020,36547
1002,904.7086,-0.1100,2256.6501,-0.602547,0.798083,88888020,19850
1003,850.3500,-0.1100,2214.5000,0.804917,0.593388,88888020,34495
1004,875.0421,-0.1100,2183.4700,0.806599,0.591098,88888020,20908
1005,871.9388,-0.1100,2187.7048,0.806599,0.591098,88888020,20909
1006,934.9821,-0.1100,2229.0588,-0.354711,-0.934976,88888020,34089
1007,996.1400,-0.1100,2136.7400,-0.602494,0.798123,88888020,16650
1008,856.6651,0.0000,2113.5479,0.614516,-0.788904,88888020,36522
1009,995.7831,-0.1100,2077.0808,-0.995463,0.095151,88888040,41887
1010,927.7131,-0.1100,2082.9934,0.621309,-0.783566,88888040,42216
1011,898.5125,-0.1100,2061.9673,0.786998,0.616956,88888040,43136
1012,932.7303,0.0000,2014.0802,-0.142393,0.989810,88888040,29256
1013,972.0578,-0.1100,2055.2957,-0.772864,-0.634572,88888040,28246
1014,1006.2870,0.0000,2015.4301,0.283018,0.959115,88888040,36433
1015,1048.2621,0.0000,2053.1677,-0.740096,-0.672501,88888040,19890
1016,1011.5412,-0.1100,2103.9768,-0.163828,-0.986489,88888040,42453
1017,929.7032,-0.1100,2088.4219,-0.987463,0.157848,88888040,36089
1018,1001.9883,-0.1100,2073.0774,0.078912,0.996882,88888040,28269
1019,1091.9019,0.0102,2095.2625,0.531935,-0.846785,88888040,20917
1020,1137.3441,0.0000,2078.2837,0.645481,-0.763776,88888040,21243
1021,1158.4496,-0.1100,2046.8170,-0.727794,-0.685795,88888040,42957
1022,1161.6033,0.0000,2105.5085,0.776606,0.629987,88888110,40261
1023,1242.5400,-0.1100,2020.1300,-0.639865,0.768487,88888110,23439
1024,1228.1971,-0.1100,2037.4366,0.990690,-0.136137,88888110,32633
1025,1248.2146,-0.1100,2022.9128,-0.081789,-0.996650,88888110,29190
1026,1348.0498,-0.1070,2073.1799,-0.778913,-0.627132,88888110,34337
1027,1332.7456,-0.1100,2087.0227,-0.765229,-0.643759,88888110,27889
1028,1296.7531,0.0000,2178.5906,0.910812,0.412821,88888110,24061
1029,1389.3053,0.0000,2248.8931,-0.838874,-0.544326,88888081,27896
1030,1235.4005,-0.0860,2188.5676,-0.922187,-0.386744,88888081,21752
1031,1167.2771,-0.1100,2176.0806,-0.574733,0.818341,88888080,37963
1032,1154.5913,-0.1100,2185.0452,-0.526025,0.850469,88888080,17765
1033,1122.4099,-0.1100,2242.6599,-0.559632,0.828742,88888080,27507
1034,1122.6061,-0.1100,2230.9023,0.268349,0.963322,88888080,43314
1035,1039.5344,-0.1100,2250.3223,0.961525,0.274717,88888020,43395
1036,1014.9167,-0.1100,2331.3916,0.766546,0.642189,88888080,42201
1037,1035.0281,-0.0089,2354.7046,0.304764,0.952428,88888080,44202
1038,1053.3467,2.7064,2432.3728,0.108467,0.994100,88888080,36745
1039,1047.3639,2.6091,2393.7131,0.164042,0.986453,88888080,36746
1040,1011.5452,-0.1100,2335.4160,0.766544,0.642192,88888080,42202
1041,1085.3453,2.4967,2461.7107,-0.996864,0.079133,88888080,34719
1042,1110.1261,6.2167,2396.5632,-0.001088,-0.999999,88888080,22455
1043,1107.5886,8.4812,2356.5872,-0.999882,-0.015364,88888080,36546
1044,1123.7332,-0.0851,2327.1248,0.999915,-0.013059,88888080,20451
1045,1166.3475,-0.0180,2316.1411,-0.009959,-0.999950,88888081,29842
1046,1171.9000,0.0184,2231.5291,0.855908,0.517128,88888080,35661
1047,1219.5601,-0.0936,2224.1299,-0.768914,0.639353,88888081,33620
1048,1131.7476,-0.1100,2177.9104,0.844208,0.536016,88888080,19299
1049,1109.7889,0.0000,2118.6643,0.832002,0.554773,88888080,38630
1050,914.1697,0.0000,2134.3738,-0.992406,0.123006,88888040,37321
1051,998.2924,-0.1100,2170.4302,-0.998547,-0.053891,88888020,28249
1052,1069.8726,-0.1100,2161.9590,-0.983867,0.178899,88888020,27541
1053,1063.0814,-0.1100,2168.5054,-0.986215,0.165470,88888020,27540
1054,1007.0919,0.0004,2248.7869,-0.258669,0.965966,88888020,41980
1055,966.6600,-0.1100,2236.9197,0.831520,-0.555495,88888020,32926
1056,1010.2159,0.0000,2263.6016,0.548910,-0.835881,88888020,25246
1057,979.3383,0.0000,2310.6250,-0.324040,-0.946043,88888080,23087
1058,979.1929,-0.1100,2174.2737,-0.019354,-0.999813,88888020,22790
1059,1111.9056,-0.1100,2165.7839,0.993658,-0.112445,88888080,36623
1060,1224.6251,-0.0348,2186.4360,0.730890,-0.682495,88888080,31768
1061,1172.6562,-0.1100,2267.8691,-0.999937,-0.011220,88888080,30994
1062,1112.8711,0.0061,2321.9023,-0.003074,-0.999995,88888080,41676
1063,1076.4113,-0.1100,2295.4956,0.613893,-0.789389,88888020,27138
1064,1102.4056,-0.1100,2263.4526,0.993111,-0.117178,88888080,42552
1065,1062.4722,-0.1100,2319.7192,0.502346,0.864667,88888080,19640
1066,1158.3978,-0.1100,2262.4590,0.762884,0.646536,88888080,31001
1067,1216.8583,-0.0805,2268.8142,0.014806,-0.999890,88888081,29396
1068,1354.8969,0.0780,2310.3049,0.039149,0.999233,88888081,27337
1069,1326.1558,0.6047,2290.4053,0.788264,0.615338,88888081,27339
1070,1321.1235,3.5265,2417.9941,-0.994859,-0.101269,88888081,20302
1071,1264.7452,3.2497,2419.0195,-0.486237,-0.873827,88888081,31549
1072,1258.5535,8.0142,2494.0146,0.957912,0.287063,88888080,16783
1073,1285.8411,10.5835,2515.3499,0.412591,-0.910916,88888081,16105
1074,1321.4324,9.9994,2560.4246,-0.734670,0.678425,88888081,26974
1075,1333.4451,9.2589,2598.7910,-0.823009,-0.568028,88888081,29480
1076,1314.5798,10.0083,2571.3235,0.476844,-0.878988,88888081,31626
1077,1309.6196,9.9994,2574.0881,0.484452,-0.874818,88888081,29475
1078,1336.8982,9.2589,2607.8650,-0.481373,-0.876516,88888081,30923
1079,1242.6836,0.0390,2607.1775,0.967737,0.251962,88888081,34869
1080,1165.8586,2.1781,2523.8425,-0.997614,-0.069034,88888080,39504
1081,1115.1919,1.6679,2485.1348,0.177961,0.984038,88888080,33714
1082,1152.2400,4.7100,2429.5601,0.999986,0.005273,88888080,32695
1083,1113.7930,3.7827,2439.6455,-0.302882,-0.953028,88888080,31739
1084,1130.1100,8.6420,2386.6699,0.319260,-0.947667,88888080,17812
1085,1206.6178,3.3215,2402.1106,-0.999997,-0.002520,88888080,43104
1086,1217.1698,4.0578,2423.5149,0.200870,-0.979618,88888080,26077
1087,1147.0366,1.3093,2520.9238,0.815881,0.578220,88888080,38510
1088,1126.2715,0.0000,2552.4724,0.847868,0.530208,88888080,23932
1089,1045.0059,-0.0929,2496.5405,-0.241649,-0.970364,88888080,37654
1090,951.5298,0.0000,2429.5789,0.821854,0.569698,88888080,40339
1091,972.9999,-0.1100,2373.7163,0.747570,0.664184,88888080,44209
1092,937.4063,0.0003,2388.9624,-0.778156,0.628071,88888080,19958
1093,996.0759,0.0040,2348.2908,-0.836288,-0.548291,88888080,35270
1094,976.0807,-0.1100,2369.4653,0.428096,0.903733,88888080,22755
1095,1006.7175,-0.1100,2389.7881,-0.915414,0.402515,88888080,15646
1096,1069.8414,1.9905,2467.2246,-0.996420,0.084542,88888080,29618
1097,1324.6525,8.8723,2508.7058,0.726227,-0.687455,88888081,23181
1098,1329.8849,8.3124,2505.8647,0.996293,0.086027,88888081,26549
1099,1335.9489,8.6945,2515.5933,-0.369742,-0.929134,88888081,24413
1100,1328.3413,9.9973,2555.9482,0.703174,-0.711018,88888081,25124
1101,1349.4320,5.2015,2426.8445,0.263854,-0.964563,88888081,15759
1102,1330.3811,8.0100,2483.3679,0.358333,-0.933594,88888081,27226
1103,1332.7948,7.9998,2465.7996,0.423845,-0.905735,88888081,31679
1104,1303.9995,8.2244,2444.9788,-0.972845,0.231458,88888081,31379
1105,1261.1211,0.0402,2345.7166,-0.734001,-0.679148,88888081,31470
1106,1329.4965,0.4994,2364.8826,-0.820413,0.571772,88888081,31840
1107,1115.5959,-0.0850,2326.5234,-0.999876,-0.015759,88888080,29702
1108,1036.6924,-0.0978,2349.5493,0.449864,0.893097,88888080,32026
1109,1005.5780,-0.1100,2330.4170,0.994598,0.103799,88888080,31438
1110,1240.4464,-0.0761,2148.9387,0.562458,-0.826826,88888110,34916
1111,1280.3750,-0.1100,2051.7327,-0.089372,-0.995998,88888110,25054
1112,1221.0958,0.0002,2140.7625,0.882302,0.470683,88888110,40739
1113,1274.3943,-0.1100,2162.6987,0.622554,-0.782577,88888110,36361
1114,1210.2079,-0.1100,2129.4333,0.632167,-0.774833,88888110,40594
1115,1271.7535,-0.1100,2064.6365,-0.783579,0.621293,88888110,20738
1116,1328.8297,-0.1000,2051.3181,-0.783256,-0.621699,88888110,30129
1117,1277.8312,-0.1100,1974.4712,-0.462086,0.886835,88888110,37631
1118,1333.9662,-0.1002,2025.9471,-0.769575,-0.638556,88888110,30321
1119,1360.3003,-0.1100,2048.0293,-0.362800,-0.931867,88888110,22241
